49750655,50831915,50274387,51194487,51037321
52084481,50345408,50397902,50981993,50901356
50216950,50543161,51523363,50011768,50897954
51180674,50990659,50026907,50002465,50171305
50394916,50650969,51303141,49349011,49742943
51318807,50450023,52026447,49836101,49331849
50883396,51009610,50090599,49622974,50895783
51868651,51347054,49524742,51728456,52544016
50974505,51473711,49712442,51334057,49446312
51760781,51090421,51692020,50218827,52513859
49727185,50070156,48672866,49837458,50800093
51194547,50569396,50621812,51257256,52519511
50296821,52692941,50205545,51439559,53088563
50607539,51682591,50536994,50958071,50345974
51610940,50792050,50283460,51823410,50731666
49217591,53225227,50882142,50641257,49851656
50356641,52402530,49882944,50956815,49695313
48902209,50069753,49838996,49753644,51119375
51106600,51568268,49955679,52221538,49644472
52263054,48335595,51760625,50784736,50395339
50318556,51403557,50717901,50535788,48716705
50181869,52152100,50160861,48741275,52047287
51346611,48862928,51690464,50864422,51408304
51119274,49902062,49864108,50839284,50479312
49681626,49163283,50894729,50971614,50365714
50784333,50774573,50504583,51724742,49390695
50552673,50623445,51541942,50892223,49286401
51829631,51709766,50406005,50833092,52044132
50453923,50024852,49583048,50758663,51336942
51311691,53245277,52127993,50686524,49623322
50607255,50993805,49167298,50953519,50032494
50924942,50530685,50742401,50223008,49893559
49817555,51824034,50102576,50786170,49056627
50178724,49219433,52153012,52696520,50416629
50700576,51263136,51046175,51698167,52552390
51652318,49939099,53044813,50832150,50893967
51633678,50676681,50215464,51430516,53883597
49861642,50145604,50714625,51829042,51119533
51203355,50360546,50924907,50721199,50921490
52038484,50422375,51260909,50030339,51760180
49169075,50929118,48780571,49521438,51516037
50680222,50498316,51718729,50575161,50697122
49629396,50335832,50088098,50889058,52040670
49622571,50419035,51500086,51187301,50202671
50613840,51125166,51351263,50102994,52299050
50131027,50581717,52374708,50204594,50244548
51597369,49953884,49376017,51018770,51225018
50826075,51363542,51404038,51565528,50313047
50462042,52190726,52330505,51752720,52046327
50195121,50339440,50779629,51306347,50061760
50784018,51928563,50651319,50297597,51331866
51144385,50454717,49520515,50861641,51499986
51710436,50403390,49374067,51416618,50074732
51104585,52158531,49607580,51613455,52387554
49720212,50147255,50433502,50501885,50277608
49642299,50411561,49623779,50273784,49973488
50812784,49819459,51595204,51760876,50432311
51760846,51271371,49681266,50894616,51283379
48588870,52267514,53252875,51483440,51775324
50494950,51444133,50914749,50290870,51241471
50111893,48168928,51389328,51355525,49611399
50956938,51325629,52648776,50269669,50069236
50193038,51497249,51201576,51976020,52799904
51944530,50281567,50908006,51694508,51508738
50177935,50799719,50772559,51281379,49433447
50364002,50715185,51434638,50323605,50330065
50872024,50303868,52002191,51623849,52460480
52064043,51659785,52176774,50775919,51332400
51207724,49438909,50791459,52199428,51544643
51899416,50747648,50729721,50697205,51616221
50040694,50631489,50787533,51799932,49684633
50497341,50349390,50475058,49434901,51631442
51062603,51009743,50599939,49338739,50069368
51637697,51063612,50627052,50739592,50207449
52138490,50737127,49865508,49526916,49330292
50489104,50833296,50195865,51178801,52092696
51719276,50997117,50451018,51422133,51246444
50358645,51101806,51171977,49654538,50590087
50019749,48784602,52541220,51964558,51721681
50796824,52779051,51439880,49620910,50450634
52719526,52084325,50919572,51816368,51034052
51603905,49569867,51616924,49328321,49730767
51396644,51288878,50202644,52331448,51052868
50362015,51238741,52292166,51712453,51332700
50454675,51762798,51981141,52646553,50968665
51450537,52355627,50129119,52029363,50582749
53369961,51947214,51010170,50895184,51919355
50930626,50999115,50240549,48820541,51343049
49385238,51761360,49271684,51547814,50728671
49029793,50283520,51789817,50287522,50596160
50567008,50481505,50618423,51016568,51253198
50414461,49734171,52876874,50852616,50921052
51135834,50590081,51754451,51358789,52046382
52511448,50366417,51880802,51149189,51077036
51634948,52062919,51991351,50897722,49162001
50579444,49749726,50901422,50238899,49236242
49841758,52552478,50587983,50596951,49987574
52331798,50958970,50669260,52824431,49832916
49608649,51070565,50701584,51766432,53072746
49319551,50485711,51034747,50011177,51211034
51681730,50397863,51711959,50545976,51224519
49282872,50526931,50681789,50814914,50408382
49369806,51696040,53147724,50550283,50116736
51168404,50323384,49300055,50392407,51348801
51932223,52036655,51884712,50782492,49317483
51214467,50494282,50313906,50323962,49982132
49958694,49728655,50203648,50889058,53455581
51001767,52528046,50401803,50956815,50992451
50554124,48820986,50462797,51077516,51013174
52769145,51685911,50136748,50895184,53392359
49135598,51101806,49612560,52144334,50731666
52258160,49953884,51632288,50344714,49331849
51191628,49689846,50137816,50421097,49433447
49981291,49893566,49957643,50921042,49236242
50804477,52058866,50908006,49433671,50871357
51052111,49768952,50129119,50873353,52116446
50023177,50737127,50163251,52546805,49988246
50858207,49438909,49741903,50475782,48907627
50304173,50563335,50655365,50064261,50582749
50119755,51032729,48779293,51121386,49330347
49833748,52687169,47677341,50641363,50899930
50469970,50715185,52257849,50739592,51455966
51035362,50592068,52049456,50190375,50065467
50765090,50960915,50903336,50295467,49267189
49048269,50778181,49159987,51799932,50668850
50764253,50631686,50581132,51623849,49649536
51580008,50359447,48922251,50669025,51497372
50396963,50553556,52198136,50253774,48402175
49622571,51937156,50275399,51536271,52935552
50607539,51384748,52046905,50691103,51288773
50497341,51896764,50794411,50495854,50874099
50700576,48133165,50733063,51472491,51408792
50737092,50666823,49268464,50290870,52454376
50681877,50249913,50318941,50895184,50094071
49904873,48848558,50416781,50290865,52335185
50665678,50093718,50432108,51551811,49526526
51089808,50131801,50628143,50852210,51102537
51231939,50309309,50481950,50852616,51643008
51581939,50777288,50002351,51403056,51115949
49999775,50485761,50942748,52065464,49020163
51499525,49162052,49864108,51268493,51683527
50573444,51316553,50433502,50655649,50205133
51825921,50335832,51915298,51626866,51292539
50259160,50335832,50158589,49897079,51489116
50911736,51644095,51902067,50205207,52714032
51045739,51079413,51752834,52501549,49732836
50636072,50516444,51010170,52245021,49636971
51369846,50444629,50919572,50617909,49811654
51213986,52708235,49635333,51574894,52821467
51631265,50671897,48330120,50970869,51716428
49254960,49462703,49459206,50357294,50325762
50973591,50504867,53382281,52162118,49709575
49713108,51031833,49493806,49801200,49745098
49860122,51874947,49850270,49227313,51241498
49952261,50242996,51133820,49279983,50530576
51085786,51953673,49321582,50546131,48734099
50859527,51099633,49864108,52089017,51685644
48736549,50959060,51010170,50432931,50379199
50776910,49967006,50497454,50853697,49753560
50346392,50499117,48802344,51994433,51611687
51793330,50342048,50237555,50535788,50770680
50977585,51062242,49990991,50218827,49554533
48902209,51335634,49725708,50625007,52444670
48902209,50353303,51189089,50229635,51208006
50258675,49718151,51691177,50156542,49908433
52041297,51964329,50883727,50582258,49274740
53001416,50446356,49295354,49364053,51000352
50651042,51430226,51778396,49132488,51864342
50699360,50818915,48806450,49328321,49560351
51296639,51577346,47948925,50981993,49419753
50389692,50921537,50882142,50873652,50708097
50904718,50639783,49607580,51994112,49921131
50911313,51194609,50121815,49518486,50795826
52182511,51919256,50206719,50406551,50934512
51191302,50636780,50843121,50375349,50804819
48634656,49348199,48542815,50298358,52160623
52015659,50546668,51117635,49346061,51837168
51159936,53842248,50175105,51178146,49906232
52457728,52250330,51013572,51592044,51718473
48525182,49672194,51481998,50029791,49392461
50208052,50501247,48662226,50971871,51612881
51379588,50363161,50882844,51242148,51137795
50607255,51239359,50560452,50303413,52035471
50812784,49605485,51101215,49466183,52398149
51711483,50621026,51225912,49664773,49560338
51469944,50761782,51545269,50733699,50492743
51178715,50502065,49999763,52503537,50921490
50838281,49616810,52515831,49833169,50345974
49861449,50737127,50081216,49521438,51667877
