51392509,52913638,50639416,51017124,52292208
50476798,50767724,51566466,49964640,51364926
51894996,49449607,51362894,52334733,49693511
51485819,52365227,51891702,50158879,50128416
50246242,51020074,48806209,52453885,52547034
50913434,52033253,50178832,51262067,51029469
49915399,50610693,51951392,51156445,50415104
50770755,49021979,50396139,48896063,51051958
53288473,51853382,49643311,52074343,50743971
51232198,49869187,50907458,50566715,52768065
50188786,48574849,49450119,50733016,51243587
50018814,50126713,50162584,51344908,50928622
52185616,51432083,52078752,50100774,51361978
51385902,50131850,50609666,51635542,50482956
52024255,50651777,51288135,48874694,49911501
49352391,50501629,51783304,50183279,50951499
50299048,52642412,50872048,50555395,51469713
49080676,50545482,51927350,50326046,49307762
51708495,49986303,50786615,49288042,49036289
53327497,51925695,50338641,50282493,49826954
51056522,48812314,50474794,50505098,51072777
49377309,51893833,52319516,52539039,49403971
50656987,50559805,50644486,50644620,52593255
50593760,51913169,50121091,52147259,53723027
50934127,50871801,50288803,51013809,51822040
49715323,50175299,51240159,49743011,50959819
49888412,52668265,51489403,50364743,53966109
53331176,51031025,49282113,51021245,49139649
50742171,50697043,51098159,50598568,51497277
50200639,50066305,51894031,50660833,52222684
50789489,52195728,48937050,51398149,50674117
49100656,50883934,51757938,50209298,52334998
51807829,52181990,51698465,51393752,50160866
50727305,50764418,49784600,52129558,48910844
52824228,51626150,51409766,51527819,51503724
50934090,51555708,51111557,50012306,51950660
51337523,51394157,50986698,50621070,50151859
50904250,52561824,50073280,49465662,50116212
49781615,50850147,48830282,52721241,51732540
52247147,49914133,51166055,50211246,49179408
53028089,47867990,50816509,50652344,50984940
53315100,50266334,50686078,48487421,52137590
50275488,51147518,50251455,50700909,49479710
49323247,50708906,49881255,52618630,51677259
50896393,51036752,50721975,51706288,50836817
51491428,50567308,50634672,50031042,50861521
50343415,49376843,49798155,51557417,52416318
49633636,50927827,50859450,53342553,51277856
52423701,50303749,51946092,51545280,50489113
51972744,50524774,50566392,49767578,50466778
48726519,48833102,51389249,49174098,52162790
48732639,51443485,50084679,51271816,50076098
49817201,52287222,52559882,51317144,49497795
51643559,50497659,51167496,50852132,51508658
50079742,52167225,51525591,50416452,49433793
49405182,52092394,51045820,51146054,50976221
49291274,52324837,51026512,52556857,51539196
51607984,51712729,49885749,51012932,51057606
50270181,51845028,50247231,52366277,51298151
51810993,51850286,50626496,52184010,52050685
50114995,49487793,50444239,51068799,52654895
48624655,50545434,52056146,51337258,51101267
51223434,52495092,49887410,50386701,50534367
50878768,52444066,52363966,50762636,50156257
49751420,49612233,50269500,51174967,48036014
50298870,51169199,50530020,50489726,49453446
51436482,51070800,51929997,50326338,49907209
50007025,49653545,49775838,49884719,50530268
52973395,50504862,50163071,49554763,49773648
50939031,50305156,51929335,50517938,49425648
51386665,51280280,50034466,52393102,50778221
53263799,51749682,50105245,51028025,51722475
50745221,51905371,51059627,50012157,51783368
51461190,48897827,50393176,50718309,51461559
47917367,50345332,51683863,50441624,50574190
50975343,52188875,49999295,51437228,50608907
50102515,50034366,50354255,51223815,51503755
52260703,52799521,50705364,50503769,50160196
49452812,52412788,52183205,51071442,51938543
